RD_ID,RD_MESSAGE,CLEAN_TH,Expert,Score,Date
3072028,I visit patong every year in July. Patong Beach is beautiful. Jet ski. Para sailing. Everything is there for you. Great for families or just relax on the beach. Lovely for everyone.,ฉันเยี่ยมชมป่าตองทุกปีในเดือนกรกฎาคม หาดป่าตองมีความสวยงาม เจ็ทสกี แล่นเรือใบ ทุกอย่างมีสำหรับคุณ เหมาะสำหรับครอบครัวหรือพักผ่อนบนชายหาด น่ารักสำหรับทุกคน,POS,5,กรกฎาคม 2017
3070906,Patong beach is a busy spot close to plenty of shops and bars. Nice for taking a stroll - we didn't swim here waves were big when we visited. Lots happening on the beach front - parasailing.,หาดป่าตองเป็นจุดที่วุ่นวายใกล้กับร้านค้าและบาร์มากมาย ดีสำหรับการเดินเล่น  เราไม่ได้ว่ายน้ำที่นี่คลื่นใหญ่เมื่อเราเยี่ยมชม มากมายที่เกิดขึ้นบนชายหาด  พาราเซล,POS,4,มิถุนายน 2016
3072006,"Lot of sea activities in this beach. Rented a beach chair for 100baht and get a beer for 80baht. Did a massage for 300Baht for 30mins which was not very well done. Still it is a nice beach to relax and was quite safe as the tourist police is located nearby. However, lot of local will attempt to sell their things or air bush services to you but they are not so pushy. Just smile and say no.",มีกิจกรรมทางทะเลมากมายบนชายหาดแห่งนี้ เช่าเก้าอี้ชายหาดราคา 100 บาทและรับเบียร์ 80 บาท ทำนวดสำหรับ 300 บาทสำหรับ 30 นาทีซึ่งทำได้ไม่ดีมาก ยังคงเป็นชายหาดที่ดีสำหรับการพักผ่อนและค่อนข้างปลอดภัยเนื่องจากตำรวจท่องเที่ยวตั้งอยู่ใกล้ ๆ อย่างไรก็ตามคนท้องถิ่นจำนวนมากจะพยายามขายสิ่งของหรือบริการบุชแอร์ให้คุณ แต่พวกเขาก็ไม่ค่อยจะรีบเร่ง แค่ยิ้มแล้วก็บอกว่าไม่,POS,4,มิถุนายน 2015
3075736,"The night life is wild & crazy, so that is great for those who want a lot of action.  I always buy my leather goods, sandals at Findig on the main night club road while you see everything and every kind of people walking the streets;  The seafood restaurants are okay, but the noise from the street take away any ambiance and the constant horn honking, announcements about Thai boxing can get annoying after a few hours of hearing it.  Good underground parking with protection and security is available. A fun place with many attractions.",ชีวิตกลางคืนเป็นป่า  บ้าดังนั้นมันดีสำหรับผู้ที่ต้องการการกระทำมากมาย ฉันมักจะซื้อเครื่องหนังของฉันรองเท้าแตะที่ findig บนถนนไนท์คลับหลักในขณะที่คุณเห็นทุกอย่างและผู้คนทุกชนิดที่เดินไปตามถนน ร้านอาหารทะเลก็โอเค แต่เสียงจากท้องถนนทำให้บรรยากาศและเสียงแตรดังขึ้นเรื่อย ๆ การประกาศเกี่ยวกับมวยไทยอาจทำให้เกิดความรำคาญหลังจากได้ยินไม่กี่ชั่วโมง มีที่จอดรถชั้นใต้ดินที่ดีพร้อมระบบป้องกันและรักษาความปลอดภัย สถานที่ที่สนุกสนานพร้อมสถานที่ท่องเที่ยวมากมาย,POS,4,กุมภาพันธ์ 2017
3067732,Great place to swim. Water not so clear but very calm! Nice to see sunrise here and also after party!,สถานที่ที่ดีในการว่ายน้ำ น้ำไม่ค่อยใส แต่สงบมาก ยินดีที่ได้เห็นพระอาทิตย์ขึ้นที่นี่และหลังจากปาร์ตี้,POS,4,ธันวาคม 2015
3067209,"The location of Patong Beach is good - so many options to eat, shop and if the weather is good go to the beach - when we went the streets werent overly crowded so it was good",ทำเลที่ตั้งของหาดป่าตองดี  มีตัวเลือกมากมายให้ทานซื้อของและถ้าอากาศดีไปที่ชายหาด  เมื่อเราไปตามถนนไม่แออัดจนเกินไปมันดี,POS,4,กรกฎาคม 2017
3070348,"Nice beach, a few people swimming, lots of people sunbathing, didn’t get to swim in water. Beaches are always nice anyway",ชายหาดที่สวยงามมีไม่กี่คนที่ว่ายน้ำอาบแดดหลายคนไม่ได้ว่ายน้ำ ชายหาดก็ดีอยู่ดี,POS,4,ตุลาคม 2018
3065836,Despite the low season every effort was made to keep everything clean and open for business. A massive clear-up has taken place of unlicensed sun bed businesses and it does make the area more attractive.,แม้จะเป็นช่วงนอกฤดูท่องเที่ยวเราพยายามทำทุกอย่างเพื่อให้ทุกอย่างสะอาดและเปิดกว้างสำหรับธุรกิจ การกระจัดกระจายครั้งใหญ่เกิดขึ้นจากธุรกิจเตียงอาบแดดที่ไม่มีใบอนุญาตและทำให้พื้นที่น่าสนใจยิ่งขึ้น,POS,4,กันยายน 2019
3067511,"Been to this place almost everyday thanks to my hotel which was close to this place, didnt expect it to be that much clear but it was decent, nice place to spend time with your companion, there are option of water sports on the beach so those who are interested can sure try it like water scooter, para sailing. try this place if ur in phuket as its a must visit not just because of beach but also places around it be is food joints or bars and other things",เคยไปที่นี่เกือบทุกวันขอบคุณโรงแรมของฉันซึ่งอยู่ใกล้กับสถานที่นี้ไม่ได้คาดหวังว่ามันจะชัดเจนมาก แต่มันก็ดีสถานที่ที่ดีที่จะใช้เวลากับเพื่อนของคุณมีทางเลือกกีฬาทางน้ำบนชายหาดดังนั้น ผู้ที่สนใจสามารถลองได้เช่นสกูตเตอร์น้ำแล่นเรือใบ ลองที่นี่ถ้าคุณอยู่ในภูเก็ตเพราะมันเป็นสิ่งที่ต้องไปไม่เพียงเพราะชายหาด แต่ยังมีสถานที่รอบ ๆ เป็นข้อต่ออาหารหรือบาร์และสิ่งอื่น ๆ,POS,4,พฤษภาคม 2016
3066012,"I have been to Patong Beach, Bangla road (walking street) many times in the past few years. It is fun for us to go one night for dinner, drinks and music. What I like about Bangla road is the people watching and live bands in some of the bars.This time was different fro me. I have traveled all over this country, day and night, dark streets busy markets. I tell people from my country how I always feel safe, never threatened, scammed or being taken advantage of. Never had a credit card comprimized, like I did in Mexico and Costa Rica.I love the culture here and the Thai people.After dinner on Bangla road, we were walking a short distance to meet a friend at a bar. A woman came from behind on the crowded street and tried to pick pocket my wallet, she was not successful, but it had a serious affect on me. She was not Thai.When we arrived at the bar, I told our friend about this. She said there has been a lot of that going on, they work in teams.My advice, never let your guard down, this can happen anywhere.Travel safe",ฉันเคยไปที่หาดป่าตองถนนบางลา ถนนคนเดิน หลายครั้งในช่วงไม่กี่ปีที่ผ่านมา มันสนุกที่เราจะไปหนึ่งคืนสำหรับอาหารค่ำเครื่องดื่มและดนตรี สิ่งที่ฉันชอบเกี่ยวกับถนนบางลาคือผู้คนที่ดูและเล่นดนตรีสดในบาร์บางแห่งเวลานี้มันแตกต่างจากฉัน ฉันได้เดินทางไปทั่วประเทศทั้งกลางวันและกลางคืนตลาดที่คึกคัก ฉันบอกคนจากประเทศของฉันว่าฉันรู้สึกปลอดภัยเสมอไม่เคยถูกคุกคามถูกหลอกลวงหรือถูกเอาเปรียบ ไม่เคยมีบัตรเครดิตประกอบด้วยอย่างที่ฉันทำในเม็กซิโกและ costa ricai รักวัฒนธรรมที่นี่และคนไทยหลังจากรับประทานอาหารค่ำบนถนนบางลาเราเดินไปพบเพื่อนที่บาร์ ผู้หญิงคนหนึ่งมาจากด้านหลังบนถนนที่มีผู้คนหนาแน่นและพยายามเลือกกระเป๋าเงินกระเป๋าของฉันเธอไม่ประสบความสำเร็จ แต่มันส่งผลกระทบร้ายแรงกับฉัน เธอไม่ใช่คนไทยเมื่อเราไปถึงบาร์ฉันบอกเพื่อนของเราเกี่ยวกับเรื่องนี้ เธอบอกว่ามีหลายสิ่งหลายอย่างเกิดขึ้นพวกเขาทำงานในทีมแนะนำคำแนะนำไม่เคยทำให้คุณผิดหวังนี่สามารถเกิดขึ้นได้ทุกที่ปลอดภัยอย่างแท้จริง,NEG,4,มีนาคม 2013
3068005,Better to rent a sun bed. It’s 200 valid for the whole day. Some vendors will also pass by and offee food and drinks. Shower and toilets are available starting from 30 baht,ดีกว่าที่จะเช่าเตียงอาบแดด มันคือ 200 ใช้ได้ตลอดทั้งวัน ผู้ขายบางรายจะผ่านและปิดอาหารและเครื่องดื่ม เริ่มต้นที่ 30 บาท,POS,4,ตุลาคม 2019
3068308,A great place to sit in one of the many beach side bars and watch all the water sports taking place. If you want peace and tranquillity there are many less busy beaches close by. we only had a 4 hour visit and did not see Patong at night I would like to return for a longer stay,สถานที่ที่เหมาะสำหรับการนั่งในบาร์ริมชายหาดและชมกีฬาทางน้ำที่เกิดขึ้น ถ้าคุณต้องการความสงบและความเงียบสงบมีชายหาดที่วุ่นวายน้อยกว่าอยู่ใกล้ ๆ เราไปเที่ยวเพียง 4 ชั่วโมงและไม่เห็นป่าตองตอนกลางคืนฉันอยากจะกลับมาพักอีกต่อไป,POS,4,ธันวาคม 2017
3065914,"Shopping in Patong is pretty good, but CRAZY! Apparently Kata Beach is calmer for shopping but I didn't get there. Crossing the road in Patong is an experience in itself! I shopped both in the Jung Ceylon Centre and in the street shops. I took our prescriptions and had two pairs of glasses made there (half price). Also got some contact lenses for a tenth of the price! They only have average strength contacts but so cheap.. I went looking for DVDs and followed a guy down a few alleys and ended up getting locked in an airconditioned room with a guy! Bit scary for a minute but then I realised he only wanted my money so I bought lots of DVDs and they all work!",การช็อปปิ้งในป่าตองค่อนข้างดี แต่มันบ้ามาก เห็นได้ชัดว่าหาดกะตะเงียบสงบสำหรับการช็อปปิ้ง แต่ฉันไม่ได้ไปที่นั่น ข้ามถนนในป่าตองเป็นประสบการณ์ในตัวเอง ฉันซื้อทั้งในศูนย์จังซีลอนและในร้านค้าริมถนน ฉันเอาใบสั่งยาของเราและทำแว่นสองคู่ที่นั่น ครึ่งราคา ยังมีคอนแทคเลนส์ราคาหนึ่งในสิบของราคา พวกเขามีที่ติดต่อที่มีความแข็งแรงเฉลี่ยเท่านั้น แต่ราคาถูกมาก  ฉันไปหาดีวีดีแล้วติดตามผู้ชายลงตรอกซอกซอยนิดหน่อยและจบลงด้วยการถูกขังอยู่ในห้องปรับอากาศพร้อมกับผู้ชาย น่ากลัวนิดหน่อย แต่แล้วฉันก็รู้ว่าเขาแค่ต้องการเงินของฉันดังนั้นฉันจึงซื้อแผ่นดีวีดีจำนวนมากและพวกเขาทำงานทั้งหมด,NEG,4,ตุลาคม 2013
3072831,Walk to Patong Beach before sunset and enjoy the parasailing. It's getting crowded at night. There's a lot of restaurant and Thai street food around.,เดินไปที่หาดป่าตองก่อนพระอาทิตย์ตกและเพลิดเพลินกับพาราเซล มันเริ่มหนาแน่นขึ้นในเวลากลางคืน มีร้านอาหารและอาหารข้างทางมากมาย,POS,4,กันยายน 2018
3072506,"This beach is really nice, relatively clean with sun loungers and water sports available if desired. Didn't try out the water sports but watched others go parasailing, jet ski, banana boat, wake board and waterski etc. Shops and top restaurants are beach facing so happy days, no need to go far! Top destination. Not five stars due to sales touts bugging you up and down the beach.",ชายหาดแห่งนี้เป็นที่พักที่ดีจริง ๆ ค่อนข้างสะอาดมีเก้าอี้อาบแดดและกีฬาทางน้ำหากต้องการ ไม่ได้ลองกีฬาทางน้ำ แต่ดูคนอื่นไปเล่นพาราเซลเจ็ทสกีเรือกล้วยเวคบอร์ดและ waterski ฯลฯ ร้านค้าและร้านอาหารชั้นนำต่างหันหน้าไปทางชายหาดเพื่อวันที่มีความสุขมากไม่ต้องไปไกล ปลายทางชั้นนำ ไม่ใช่ดาวห้าดวงเนื่องจากยอดขายทำเป็นติดตัวคุณขึ้นและลงชายหาด,POS,4,มีนาคม 2016
3068619,Loved this beach.plenty going on here.lots of hawkers selling just about everything.a simple no thanks .and they go away.a pretty clean place.nice sand and a lovely view.,ชอบชายหาดแห่งนี้มากมายที่เกิดขึ้นที่นี่จำนวนคนขายของที่ขายเพียงเกี่ยวกับทุกอย่างง่าย ๆ ไม่ต้องขอบคุณและพวกเขาหายไปเป็นสถานที่ที่สะอาดสวยหาดทรายที่ดีและวิวที่น่ารัก,NEG,4,ธันวาคม 2014
3074231,"water was clear great swimming,and a nice few lazy days with great weather",น้ำก็ชัดเจนว่ายน้ำที่ดีและไม่กี่วันที่ขี้เกียจกับสภาพอากาศ,POS,4,พฤษภาคม 2011
3075466,"The beach is certainly a must see, especially at new years when the sky is lit up and the sand is packed with people from all over the world having a good time.Unfortunatly the beach itself is a bit dirty and not the most comfortable place to be. Having said that, Its still worth spending an afternoon there swimming, reading, having a few drinks or people watching.   There are a few great stores with bargains to be had over the road as well.",ชายหาดเป็นสิ่งที่ต้องดูอย่างแน่นอนโดยเฉพาะอย่างยิ่งในช่วงปีใหม่เมื่อท้องฟ้าสว่างไสวและหาดทรายเต็มไปด้วยผู้คนจากทั่วทุกมุมโลกที่มีช่วงเวลาที่ดีโชคไม่ดีที่ชายหาดเองนั้นค่อนข้างสกปรกและไม่ใช่สถานที่ที่สะดวกสบายที่สุด เป็น ต้องบอกว่ามันยังคงมีค่าใช้จ่ายในช่วงบ่ายว่ายน้ำอ่านหนังสือมีเครื่องดื่มหรือคนดู มีร้านค้าที่ยอดเยี่ยมไม่กี่แห่งพร้อมที่จะต่อรองราคาได้บนถนนเช่นกัน,POS,4,มกราคม 2012
3068911,"There's a lot going on but you feel totally safe. Warm water, patrolled and plenty to look at. It's also close to restaurants and the madness of Bangla are.",มีหลายอย่างเกิดขึ้น แต่คุณรู้สึกปลอดภัยโดยสิ้นเชิง น้ำอุ่นลาดตระเวนและดูมากมาย นอกจากนี้ยังใกล้กับร้านอาหารและความบ้าคลั่งของบางลา,POS,4,กรกฎาคม 2017
3072465,"pros: easy access, big beach, many beach activities and sportscons: waters not clear, overly crowded, expensive, not quite the ""island beach experience"" one would hope to get when on an island!",ข้อดี เข้าถึงได้ง่ายชายหาดขนาดใหญ่กิจกรรมชายหาดมากมายและ sportscons น้ำไม่ชัดเจนแออัดมากเกินไปราคาแพงไม่ค่อนข้าง ประสบการณ์ชายหาดเกาะ หนึ่งหวังว่าจะได้รับเมื่ออยู่บนเกาะ,POS,4,มีนาคม 2016
3075643,"Beach is busy even for low season. Cleaner than what I expected. There’s a variety of water sports ( para- sailing , jet skiing ). Beach is clearly sign posted for safe swimming patrolled by life savers . I hired a beach lounger for 100 bhat which includes a large beach umbrella to shield against the hot sun. Drinks are reasonable ( 40 bhat for a Coca Cola and 79 bhat for a beer ).You do get approached by hawkers selling things but they move on when you shake your head for no . I enjoyed myself people watching and watching the para sails coming in to land . The northern end of the beach is the quieter end of the beach.This beach is not as quiet and beautiful as Nai Harn beach but will appeal to those who wants to be in a busy beach .",ชายหาดไม่ว่างแม้ช่วงนอกฤดูท่องเที่ยว สะอาดกว่าที่ฉันคาดไว้ มีกีฬาทางน้ำหลากหลาย การแล่นเรือใบเจ็ทสกี ชายหาดถูกติดป้ายอย่างชัดเจนว่ายน้ำอย่างปลอดภัยโดยผู้ช่วยชีวิต ฉันจ้างเก้าอี้ชายหาดสำหรับ 100 bhat ซึ่งรวมถึงร่มชายหาดขนาดใหญ่เพื่อป้องกันแดดร้อน เครื่องดื่มมีเหตุผล 40 bhat สำหรับโคคาโคล่าและ 79 bhat สำหรับเบียร์ คุณจะได้รับการทาบทามโดยพ่อค้าหาบเร่ขายสิ่งของ แต่พวกเขาย้ายไปเมื่อคุณส่ายหัวของคุณไม่ ฉันมีความสุขกับตัวเองผู้คนเฝ้าดูและเฝ้าดูเรือใบกำลังแล่นมาถึงฝั่ง ทางเหนือสุดของชายหาดเป็นจุดที่เงียบที่สุดของชายหาดหาดนี้ไม่เงียบสงบและสวยงามเหมือนหาดในหาน แต่จะดึงดูดผู้ที่ต้องการอยู่ในหาดที่พลุกพล่าน,POS,4,กันยายน 2018
3070401,"You go here expecting all of this and the Beach didn't disappoint. It's always lively, right up to the early hours of the morning. With everything that's going on, you'd think that safety would be a concern. But we never felt unsafe here.",คุณไปที่นี่โดยหวังว่าทั้งหมดนี้และชายหาดจะไม่ทำให้ผิดหวัง มันมีชีวิตชีวาอยู่เสมอจนถึงตอนเช้าตรู่ ทุกสิ่งที่เกิดขึ้นคุณคิดว่าความปลอดภัยเป็นสิ่งที่น่ากังวล แต่เราไม่เคยรู้สึกไม่ปลอดภัยที่นี่,POS,4,มีนาคม 2016
3065709,A must visit beach in phuket. which gives you the blend of relaxation and enjoyment. During day enjoy the amazing breeze and night is the time for clubbing.,ต้องไปเที่ยวชายหาดในภูเก็ต ซึ่งจะช่วยให้คุณได้ผสมผสานความผ่อนคลายและความเพลิดเพลิน ในระหว่างวันเพลิดเพลินไปกับสายลมที่น่าตื่นตาตื่นใจและกลางคืนเป็นเวลาสำหรับการเที่ยวคลับ,POS,4,กุมภาพันธ์ 2017
3072612,"This stretch of beach represents Phuket to the world, even though Phuket itself has more to offer than just Patong. The busy, happening, (and some kinky) nightlife are meant for people who came to Phuket for its nightlife. Bangla road is where all the “stuff” is happening.. We stayed at Avista Hideaway, at the south end uphill of Patong, just to avoid too much of the busy scene. Best decision ever made.",ชายหาดอันยาวเหยียดนี้แสดงให้เห็นถึงภูเก็ตไปทั่วโลกแม้ว่าภูเก็ตเองก็มีสิ่งที่จะให้มากกว่าที่จะเป็นป่าตอง สถานบันเทิงยามค่ำคืนที่วุ่นวายเกิดขึ้น และน่าประหลาดใจบางอย่าง มีไว้สำหรับผู้ที่มาที่ภูเก็ตเพื่อเที่ยวกลางคืน ถนนบางลาเป็นสถานที่ซึ่ง สิ่งของ ทั้งหมดกำลังเกิดขึ้นเราอยู่ในที่หลบภัยของ avista ทางใต้สุดของเนินเขาป่าตองเพื่อหลีกเลี่ยงฉากที่วุ่นวายมากเกินไป การตัดสินใจที่ดีที่สุดที่เคยทำ,POS,5,พฤษภาคม 2019
3070345,Good shopping.both branded and unbranded.good food court.veg options available. Many restaurants also.just opposite Bangla eoad,แหล่งช้อปปิ้งที่ดีทั้งสองมีตราสินค้าและ unbranded ศูนย์อาหารที่ดีตัวเลือกที่มีอยู่ ร้านอาหารหลายแห่งเพียงแค่ตรงข้ามกับบางลา,POS,5,มีนาคม 2015
3069877,Very good beach with lot of fun activities nearby Bangla Road. Offers lot of food and drinks options along the road side with great views.,ชายหาดที่ดีมากพร้อมกิจกรรมสนุก ๆ มากมายใกล้ถนนบางลา มีตัวเลือกอาหารและเครื่องดื่มมากมายริมถนนพร้อมวิวที่ยอดเยี่ยม,POS,5,สิงหาคม 2019
3068485,This place is definitely a tourist spot. There so much clubs and restaurants and bars to go to. The beach is not far at all from the happening spot. The night life is also poppin  in this area.,สถานที่นี้เป็นจุดท่องเที่ยวอย่างแน่นอน มีคลับร้านอาหารและบาร์มากมายให้ไป ชายหาดอยู่ไม่ไกลจากจุดที่เกิดขึ้น สถานบันเทิงยามค่ำคืนยังเป็น poppin ในบริเวณนี้,POS,5,เมษายน 2016
3067733,Very well maintained irrespective of such a high turnover of tourists. Very well secured even in nights. You go and just relax and dont worry about anything. Across the road good food is also available.,ได้รับการดูแลอย่างดีโดยไม่คำนึงถึงการหมุนเวียนของนักท่องเที่ยว ปลอดภัยมากแม้ในเวลากลางคืน คุณไปและเพียงแค่ผ่อนคลายและไม่ต้องกังวลกับอะไร ข้ามถนนยังมีอาหารที่ดีให้บริการด้วย,POS,4,มิถุนายน 2017
3068581,Every year I go to Phuket and I always have to stay in Patong. The Patong beach is situated within a cove and at sunset it truly is magical. I recommended walking along for the sunrise in the morning or even having dinner at the restaurant on the beach during sunset. It is a must see. Take a look at the photo of me below going for a swim.,ทุกปีฉันไปภูเก็ตและต้องอยู่ในป่าตองเสมอ หาดป่าตองตั้งอยู่ภายในอ่าวและเมื่อพระอาทิตย์ตกดินมันวิเศษจริงๆ ฉันแนะนำให้เดินไปตามพระอาทิตย์ขึ้นในตอนเช้าหรือแม้กระทั่งทานอาหารเย็นที่ร้านอาหารบนชายหาดในช่วงพระอาทิตย์ตกดิน มันคือต้องดู ลองดูรูปของฉันด้านล่างเพื่อว่ายน้ำ,POS,5,ธันวาคม 2015
3066424,"The whole street on Patong Beach is so happening, great place with smiling :) tourist police. But there's some carry those wild animals for tourist take pics, is too disgusting.",ถนนทั้งหมดบนหาดป่าตองกำลังเกิดขึ้นสถานที่ที่ดีพร้อมรอยยิ้ม  ตำรวจท่องเที่ยว แต่มีบางคนที่พกสัตว์ป่าเหล่านั้นไว้เพื่อการท่องเที่ยว,POS,5,สิงหาคม 2013
3072821,"Patong beach is really nice- I loved the warm water. There are heaps of sun lounges available for only 100 baht- when we used these, the seller helped us by setting up extra umbrellas to provide more shade and made sure he brushed off any sand, even the sand from our own feet. There were cold drinks available nearby for purchase and even though there we various sellers walking past, they didn't bother us or invade our space and so we were still able to enjoy the view and relax.There were also lots of restaurants and markets near the beach, and we found some great little shops selling good shirts for 150 baht each- much cheaper than the other markets we have been to in the area.",หาดป่าตองดีจริงๆ  ฉันชอบน้ำอุ่น มีเก้าอี้อาบแดดไว้บริการเพียง 100 บาทเมื่อเราใช้สิ่งเหล่านี้ผู้ขายช่วยเราด้วยการตั้งร่มพิเศษเพื่อให้ร่มเงามากขึ้นและทำให้แน่ใจว่าเขาปัดทรายออกแม้แต่ทรายจากเท้าของเราเอง มีเครื่องดื่มเย็น ๆ อยู่ใกล้ ๆ เพื่อซื้อและแม้ว่าเราจะมีผู้ขายหลายรายเดินผ่านมาพวกเขาไม่ได้รบกวนเราหรือบุกรุกพื้นที่ของเราดังนั้นเราจึงยังสามารถเพลิดเพลินไปกับวิวและผ่อนคลายได้นอกจากนี้ยังมีร้านอาหารและตลาดมากมาย ชายหาดและเราพบว่ามีร้านค้าเล็ก ๆ ที่ยอดเยี่ยมขายเสื้อที่ดีสำหรับราคา 150 บาทแต่ละ  ถูกกว่าตลาดอื่น ๆ ที่เราเคยไปในพื้นที่,POS,4,ตุลาคม 2012
3071983,"Full of tourists, the beach gives a spectacular view of the sea, sand and nature. The beauty at its best.",เต็มไปด้วยนักท่องเที่ยวชายหาดให้มุมมองที่งดงามของทะเลหาดทรายและธรรมชาติ ความงามที่ดีที่สุด,POS,5,ธันวาคม 2018
3074707,"We visited it on daylight and I can only imagine what happens after sunset. Place for ""party people""",เราไปเที่ยวตอนกลางวันและฉันสามารถจินตนาการได้ว่าเกิดอะไรขึ้นหลังพระอาทิตย์ตก สถานที่สำหรับ ปาร์ตี้คน,POS,4,พฤศจิกายน 2018
3072907,"The vendors I could do without but the water is beautiful, the beach is beautiful and you can walk across the street to the shops to have lunch, get a massage and your only steps away from a splash in the ocean.",ผู้ขายที่ฉันสามารถทำได้โดยไม่มีน้ำที่สวยงามชายหาดที่สวยงามและคุณสามารถเดินข้ามถนนไปที่ร้านค้าเพื่อทานอาหารกลางวันรับการนวดและเพียงก้าวออกจากสาดในมหาสมุทร,POS,4,กรกฎาคม 2017
3068989,"Patong, the most visited destination in Phuket, is full of life and activities.Hotels, Restaurant, Shops and Bars this place come in it's full once sun gets down.If you like water sports, do visit, water is pretty clean.Beach has few Separate smoking zone & lavetory  to use in case of emergency.",ป่าตองซึ่งเป็นจุดหมายปลายทางที่มีผู้เข้าชมมากที่สุดในภูเก็ตเต็มไปด้วยชีวิตและกิจกรรมโรงแรมร้านอาหารร้านค้าและบาร์สถานที่แห่งนี้เต็มไปด้วยแสงแดดยามพระอาทิตย์ตกถ้าคุณชอบกีฬาทางน้ำเยี่ยมชมน้ำที่นี่สะอาด เขตสูบบุหรี่แยกกันไม่กี่  lavetory ที่จะใช้ในกรณีฉุกเฉิน,POS,5,กันยายน 2018
3074351,"I went there the first day and was disappointed: trash every where. After one week i came back in the early morning, after working out because i wanted to swim...well: patong beach was magnificent at 8-9 am.only few people and perfect weather.the water is warm and clean...no need to say: fantastic!!!",ฉันไปที่นั่นในวันแรกและรู้สึกผิดหวัง ถังขยะทุกที่ หลังจากหนึ่งสัปดาห์ฉันกลับมาในตอนเช้าหลังจากออกกำลังกายเพราะฉันอยากว่ายน้ำ  อืม หาดป่าตองมีความงดงามเวลา 89 น มีเพียงไม่กี่คนเท่านั้นที่มีสภาพอากาศที่ดีน้ำอุ่นและสะอาด  ไม่จำเป็นต้องพูดว่า มหัศจรรย์,POS,5,กุมภาพันธ์ 2018
3075276,Its a beach much like any other throughout Thailand or the world for that matter. Has a nice view and the water was so warm. Best part is unlike most of the beaches in Mexico or the Virgin Islands there were no hustlers trying to sell us junk.,มันเป็นชายหาดที่เหมือนกันทั่วประเทศไทยหรือในโลกสำหรับเรื่องนั้น มีวิวสวยและน้ำก็อุ่น ส่วนที่ดีที่สุดนั้นแตกต่างจากชายหาดส่วนใหญ่ในเม็กซิโกหรือหมู่เกาะเวอร์จินไม่มีนักธุรกิจพยายามขายขยะให้เรา,NEG,4,พฤษภาคม 2015
3072695,Excellent. Neat and clean beach. Good water sport. Good guide. Good location. Good breezy wind beach.,ยอดเยี่ยม ชายหาดที่เรียบร้อยและสะอาด กีฬาทางน้ำที่ดี คำแนะนำที่ดี ทำเลที่ตั้งดี ลมพัดเย็น ๆ,POS,5,กันยายน 2014
3075239,"Food stalls, umbrellas and chairs for hire, massages on the beach - it's a typical Phuket situation.  It's fun for tourists but for more beautiful beaches travel north to Khao Lak.",แผงขายอาหาร ร่มและเก้าอี้สำหรับเช่า บริการนวดบนชายหาด  เป็นสถานการณ์ทั่วไปของภูเก็ต มันสนุกสำหรับนักท่องเที่ยว แต่สำหรับชายหาดที่สวยงามกว่าเดินทางไปทางเหนือไปยังเขาหลัก,POS,4,กรกฎาคม 2015
3073140,"Living within about a hundred meters of Patong party street and the beach made all kinds of Fabulous parties possible during our stay in Phuket. Loud, live music, masses of people, mysterious clubs, foreign street food, millions of motorbikes and tuk-tuks passing by, and much much more - Really a superb setting for a Fabulous Thailand Island Party! and most memorable holiday.",การใช้ชีวิตภายในระยะทางประมาณหนึ่งร้อยเมตรจากถนนปาร์ตี้ปาตองและชายหาดทำให้งานปาร์ตี้ทุกประเภทเป็นไปได้ในระหว่างที่เราพักในภูเก็ต ดนตรีสดเสียงดังผู้คนจำนวนมากสโมสรลึกลับอาหารริมทางจากต่างประเทศรถมอเตอร์ไซด์และรถตุ๊กตุ๊กที่ผ่านไปมาและอื่น ๆ อีกมากมายนับเป็นสถานที่ที่ยอดเยี่ยมสำหรับงานปาร์ตี้บนเกาะที่ยอดเยี่ยมของประเทศไทย และวันหยุดที่น่าจดจำที่สุด,POS,5,มกราคม 2016
3066620,We went to the beach everyday and despite some bad comments we found it to be clean and pleasant everytime.,เราไปที่ชายหาดทุกวันและแม้จะมีความคิดเห็นที่ไม่ดีเราพบว่ามันสะอาดและน่ารื่นรมย์ทุกครั้ง,POS,5,พฤศจิกายน 2015
3071166,A long endless beach jam packed full of tourists. Quite a wild windy and wavy beach. Doesn't seem as pretty and quant as Kata.Patong is more a place for young travellers or old men picking up lady boys. The vibe is pumping and buzzing if that's what u want . The beach has many sellers trying to make a living . Which is fine but can be annoying after the tenth one. There are many Cafes or restaurants to chose from across the road,ชายหาดที่ยาวเหยียดไม่มีที่สิ้นสุดเต็มไปด้วยนักท่องเที่ยวมากมาย ค่อนข้างชายหาดที่มีลมแรงและเป็นคลื่น ดูเหมือนจะไม่สวยและคึกคักเพราะ katapatong เป็นสถานที่ที่เหมาะสำหรับนักเดินทางอายุน้อยหรือผู้สูงอายุที่รับเด็กเลดี้ บรรยากาศกำลังสูบฉีดและส่งเสียงพึมพำถ้านั่นคือสิ่งที่คุณต้องการ ชายหาดมีผู้ขายมากมายพยายามหาเลี้ยงชีพ ซึ่งก็ดี แต่น่ารำคาญหลังจากหนึ่งในสิบ มีคาเฟ่หรือร้านอาหารมากมายให้เลือกฝั่งตรงข้าม,NEG,4,กุมภาพันธ์ 2016
